10, 6
10, 4
10, 5
10, 4
10, 6
10, 4
10, 4
10, 6
10, 5
10, 4
10, 4
10, 6
10, 5
10, 4
10, 5
10, 2
10, 4
10, 6
10, 4
10, 5
20, 18
20, 16
20, 18
20, 19
20, 21
20, 17
20, 15
20, 18
20, 13
20, 9
20, 16
20, 18
20, 15
20, 14
20, 17
20, 16
20, 18
20, 10
20, 21
20, 18
30, 22
30, 26
30, 22
30, 23
30, 28
30, 26
30, 24
30, 23
30, 28
30, 21
30, 22
30, 28
30, 31
30, 18
30, 20
30, 27
30, 25
30, 18
30, 29
30, 23
40, 25
40, 36
40, 29
40, 25
40, 36
40, 42
40, 32
40, 26
40, 30
40, 38
40, 31
40, 34
40, 23
40, 29
40, 24
40, 23
40, 29
40, 24
40, 28
40, 26
