10, 2
10, 1
10, 2
10, 2
10, 2
10, 2
10, 2
10, 2
10, 3
10, 2
10, 1
10, 3
10, 3
10, 2
10, 1
10, 2
10, 3
10, 1
10, 2
10, 3
10, 3
10, 4
10, 2
10, 2
10, 2
10, 2
10, 2
10, 1
10, 2
10, 1
10, 2
10, 2
10, 1
10, 3
10, 3
10, 3
10, 1
10, 3
10, 2
10, 2
10, 2
10, 3
10, 2
10, 3
10, 2
10, 3
10, 2
10, 3
10, 2
10, 2
20, 8
20, 9
20, 8
20, 8
20, 3
20, 9
20, 8
20, 5
20, 9
20, 9
20, 8
20, 8
20, 9
20, 9
20, 6
20, 7
20, 8
20, 6
20, 8
20, 10
20, 8
20, 8
20, 8
20, 9
20, 5
20, 6
20, 8
20, 7
20, 8
20, 8
20, 10
20, 7
20, 8
20, 8
20, 9
20, 8
20, 7
20, 8
20, 9
20, 10
20, 8
20, 8
20, 8
20, 8
20, 8
20, 9
20, 8
20, 8
20, 8
20, 9
30, 14
30, 15
30, 16
30, 15
30, 10
30, 13
30, 15
30, 14
30, 17
30, 12
30, 14
30, 15
30, 14
30, 12
30, 17
30, 12
30, 13
30, 15
30, 12
30, 15
30, 15
30, 11
30, 13
30, 14
30, 13
30, 15
30, 13
30, 13
30, 14
30, 18
30, 15
30, 18
30, 11
30, 16
30, 15
30, 14
30, 15
30, 13
30, 11
30, 16
30, 12
30, 13
30, 15
30, 13
30, 13
30, 10
30, 12
30, 12
30, 11
30, 15
40, 16
40, 20
40, 16
40, 16
40, 19
40, 16
40, 18
40, 13
40, 15
40, 19
40, 16
40, 15
40, 16
40, 20
40, 16
40, 17
40, 21
40, 19
40, 18
40, 17
40, 16
40, 16
40, 17
40, 15
40, 17
40, 17
40, 20
40, 16
40, 17
40, 16
40, 15
40, 18
40, 17
40, 14
40, 15
40, 21
40, 18
40, 16
40, 14
40, 18
40, 17
40, 18
40, 15
40, 14
40, 13
40, 17
40, 16
40, 16
40, 14
40, 18
50, 23
50, 23
50, 26
50, 23
50, 25
50, 27
50, 25
50, 28
50, 27
50, 21
50, 23
50, 21
50, 23
50, 21
50, 24
50, 22
50, 30
50, 24
50, 21
50, 22
50, 24
50, 20
50, 26
50, 23
50, 26
50, 20
50, 25
50, 25
50, 26
50, 26
50, 18
50, 23
50, 21
50, 20
50, 21
50, 23
50, 20
50, 21
50, 25
50, 28
50, 26
50, 25
50, 25
50, 24
50, 27
50, 25
50, 21
50, 19
50, 23
50, 25
60, 29
60, 28
60, 27
60, 27
60, 28
60, 29
60, 27
60, 26
60, 27
60, 25
60, 29
60, 28
60, 25
60, 28
60, 27
60, 31
60, 26
60, 30
60, 24
60, 35
60, 25
60, 31
60, 23
60, 30
60, 26
60, 30
60, 24
60, 29
60, 25
60, 29
60, 32
60, 32
60, 29
60, 28
60, 26
60, 26
60, 25
60, 28
60, 22
60, 24
60, 26
60, 31
60, 30
60, 26
60, 25
60, 26
60, 25
60, 23
60, 30
60, 27
70, 34
70, 29
70, 33
70, 31
70, 30
70, 26
70, 34
70, 30
70, 36
70, 33
70, 29
70, 33
70, 36
70, 30
70, 31
70, 31
70, 33
70, 29
70, 35
70, 28
70, 30
70, 32
70, 34
70, 28
70, 28
70, 32
70, 38
70, 54
70, 31
70, 34
70, 31
70, 34
70, 34
70, 34
70, 33
70, 32
70, 31
70, 31
70, 37
70, 31
70, 34
70, 45
70, 30
70, 31
70, 34
70, 32
70, 31
70, 32
70, 32
70, 31
80, 36
80, 35
80, 36
80, 33
80, 36
80, 35
80, 44
80, 35
80, 37
80, 35
80, 47
80, 34
80, 35
80, 32
80, 36
80, 33
80, 33
80, 34
80, 37
80, 36
80, 33
80, 36
80, 33
80, 37
80, 29
80, 35
80, 37
80, 38
80, 33
80, 33
80, 34
80, 33
80, 29
80, 32
80, 36
80, 35
80, 32
80, 31
80, 38
80, 33
80, 30
80, 37
80, 33
80, 33
80, 38
80, 31
80, 33
80, 32
80, 32
