10, 3
10, 2
10, 2
10, 2
10, 2
10, 3
10, 2
10, 3
10, 2
10, 2
10, 3
10, 2
10, 2
10, 2
10, 1
10, 3
10, 2
10, 1
10, 2
10, 1
20, 5
20, 5
20, 5
20, 5
20, 5
20, 5
20, 5
20, 5
20, 5
20, 5
20, 6
20, 4
20, 7
20, 5
20, 4
20, 5
20, 6
20, 6
20, 6
20, 6
30, 11
30, 9
30, 11
30, 9
30, 12
30, 11
30, 13
30, 11
30, 11
30, 14
30, 10
30, 12
30, 13
30, 12
30, 11
30, 12
30, 13
30, 13
30, 11
30, 13
40, 16
40, 19
40, 14
40, 18
40, 14
40, 16
40, 16
40, 16
40, 14
40, 15
40, 17
40, 16
40, 16
40, 15
40, 13
40, 18
40, 14
40, 14
40, 15
40, 16
50, 21
50, 19
50, 19
50, 16
50, 23
50, 22
50, 20
50, 23
50, 18
50, 20
50, 21
50, 19
50, 19
50, 19
50, 20
50, 18
50, 19
50, 19
50, 20
50, 22
60, 26
60, 22
60, 21
60, 26
60, 23
60, 22
60, 23
60, 25
60, 23
60, 21
60, 26
60, 23
60, 24
60, 24
60, 23
60, 21
60, 27
60, 24
60, 22
60, 26
