10, 3
10, 2
10, 0
10, 3
10, 4
10, 4
10, 3
10, 5
10, 4
10, 4
10, 3
10, 3
10, 3
10, 4
10, 5
10, 4
10, 3
10, 5
10, 4
10, 3
20, 11
20, 12
20, 15
20, 11
20, 12
20, 14
20, 11
20, 15
20, 13
20, 11
20, 9
20, 12
20, 13
20, 15
20, 12
20, 14
20, 13
20, 12
20, 9
20, 11
30, 22
30, 15
30, 16
30, 19
30, 21
30, 19
30, 19
30, 21
30, 17
30, 19
30, 17
30, 17
30, 22
30, 19
30, 19
30, 19
30, 20
30, 21
30, 19
30, 18
40, 26
40, 28
40, 30
40, 30
40, 30
40, 26
40, 28
40, 30
40, 33
40, 33
40, 29
40, 34
40, 33
40, 30
40, 34
40, 31
40, 35
40, 35
40, 29
40, 28
50, 35
50, 36
50, 39
50, 43
50, 39
50, 38
50, 40
50, 39
50, 32
50, 38
50, 41
50, 36
50, 40
50, 37
50, 37
50, 39
50, 39
50, 37
50, 44
50, 45
60, 41
60, 47
60, 44
60, 44
60, 44
60, 53
60, 44
60, 40
60, 44
60, 46
60, 41
60, 48
60, 41
60, 45
60, 49
60, 41
60, 49
60, 36
60, 41
60, 45
