15, 10
15, 6
15, 7
15, 10
15, 10
15, 6
15, 6
15, 11
15, 10
15, 10
15, 10
15, 10
15, 9
15, 7
15, 10
15, 8
15, 8
15, 8
15, 11
15, 11
15, 11
15, 9
15, 9
15, 9
15, 10
15, 10
15, 10
15, 13
15, 6
15, 9
15, 9
15, 7
15, 7
15, 8
15, 11
15, 8
15, 9
15, 10
15, 10
15, 9
15, 10
15, 9
15, 8
15, 9
15, 8
15, 9
15, 8
15, 7
15, 9
15, 8
15, 9
15, 9
15, 7
15, 9
15, 8
15, 10
15, 9
15, 6
15, 8
15, 9
15, 9
15, 10
15, 12
15, 8
15, 9
15, 12
15, 7
15, 11
15, 10
15, 8
15, 10
15, 8
15, 11
15, 7
15, 9
15, 9
15, 10
15, 10
15, 10
15, 10
15, 7
15, 8
15, 10
15, 8
15, 9
15, 10
15, 11
15, 11
15, 7
15, 10
15, 9
15, 9
15, 8
15, 9
15, 7
15, 9
15, 7
15, 8
15, 11
15, 8
30, 22
30, 18
30, 21
30, 19
30, 26
30, 22
30, 21
30, 32
30, 28
30, 29
30, 25
30, 29
30, 25
30, 28
30, 22
30, 23
30, 16
30, 27
30, 26
30, 28
30, 23
30, 28
30, 26
30, 21
30, 26
30, 24
30, 27
30, 32
30, 19
30, 26
30, 18
30, 23
30, 28
30, 25
30, 23
30, 24
30, 22
30, 23
30, 31
30, 22
30, 23
30, 31
30, 23
30, 23
30, 25
30, 26
30, 18
30, 27
30, 21
30, 23
30, 27
30, 27
30, 27
30, 24
30, 28
30, 23
30, 19
30, 19
30, 29
30, 26
30, 21
30, 21
30, 28
30, 23
30, 33
30, 24
30, 21
30, 27
30, 21
30, 19
30, 23
30, 26
30, 29
30, 24
30, 24
30, 22
30, 20
30, 22
30, 32
30, 24
30, 20
30, 30
30, 29
30, 22
30, 27
30, 24
30, 27
30, 21
30, 22
30, 25
30, 25
30, 27
30, 20
30, 24
30, 29
30, 24
30, 25
30, 24
30, 30
30, 26
45, 41
45, 37
45, 41
45, 35
45, 32
45, 39
45, 35
45, 27
45, 28
45, 29
45, 34
45, 32
45, 34
45, 37
45, 41
45, 27
45, 40
45, 35
45, 51
45, 43
45, 28
45, 37
45, 40
45, 34
45, 28
45, 41
45, 37
45, 42
45, 33
45, 31
45, 32
45, 39
45, 33
45, 37
45, 29
45, 27
45, 32
45, 31
45, 29
45, 34
45, 38
45, 33
45, 42
45, 35
45, 31
45, 35
45, 35
45, 31
45, 32
45, 33
45, 37
45, 44
45, 30
45, 35
45, 41
45, 31
45, 29
45, 27
45, 35
45, 45
45, 29
45, 40
45, 37
45, 34
45, 34
45, 49
45, 39
45, 30
45, 34
45, 36
45, 35
45, 45
45, 25
45, 33
45, 32
45, 31
45, 36
45, 34
45, 27
45, 36
45, 32
45, 41
45, 33
45, 37
45, 36
45, 36
45, 39
45, 31
45, 43
45, 32
45, 37
45, 33
45, 33
45, 36
45, 50
45, 36
45, 43
45, 36
45, 41
45, 33
60, 39
60, 42
60, 47
60, 48
60, 61
60, 48
60, 39
60, 47
60, 40
60, 42
60, 47
60, 47
60, 45
60, 53
60, 54
60, 35
60, 39
60, 58
60, 47
60, 44
60, 38
60, 38
60, 36
60, 39
60, 50
60, 27
60, 36
60, 36
60, 59
60, 46
60, 50
60, 55
60, 43
60, 58
60, 42
60, 41
60, 57
60, 57
60, 37
60, 36
60, 55
60, 47
60, 44
60, 49
60, 40
60, 42
60, 40
60, 34
60, 41
60, 37
60, 41
60, 49
60, 44
60, 39
60, 36
60, 44
60, 36
60, 64
60, 46
60, 33
60, 51
60, 53
60, 49
60, 58
60, 40
60, 36
60, 38
60, 46
60, 40
60, 32
60, 52
60, 34
60, 38
60, 45
60, 54
60, 49
60, 32
60, 37
60, 36
60, 48
60, 45
60, 40
60, 31
60, 36
60, 49
60, 65
60, 42
60, 45
60, 47
60, 51
60, 48
60, 113
60, 32
60, 45
60, 30
60, 39
60, 32
60, 31
60, 34
75, 48
75, 61
75, 60
75, 72
75, 54
75, 70
75, 61
75, 49
75, 53
75, 103
