10, 2
10, 1
10, 0
10, 1
10, 1
10, 1
10, 0
10, 2
10, 1
10, 2
10, 2
10, 1
10, 2
10, 1
10, 1
10, 0
10, 0
10, 1
10, 2
10, 2
20, 4
20, 5
20, 5
20, 6
20, 5
20, 3
20, 5
20, 5
20, 6
20, 7
20, 5
20, 5
20, 6
20, 4
20, 6
20, 7
20, 4
20, 5
20, 5
20, 6
30, 10
30, 10
30, 15
30, 11
30, 11
30, 13
30, 14
30, 11
30, 13
30, 10
30, 13
30, 10
30, 9
30, 12
30, 12
30, 11
30, 12
30, 13
30, 8
30, 11
40, 19
40, 16
40, 14
40, 16
40, 18
40, 16
40, 18
40, 18
40, 14
40, 15
40, 16
40, 20
40, 18
40, 19
40, 12
40, 16
40, 16
40, 15
40, 13
40, 17
50, 19
50, 22
50, 19
50, 20
50, 21
50, 16
50, 20
50, 20
50, 24
50, 21
50, 20
50, 20
50, 22
50, 21
50, 19
50, 20
50, 20
50, 15
50, 21
50, 24
60, 20
60, 21
60, 21
60, 18
60, 19
60, 20
60, 19
60, 21
60, 21
60, 19
60, 22
60, 18
60, 21
60, 20
60, 22
60, 21
60, 21
60, 20
60, 18
60, 22
